N°,name,previous_name,label_fr,fr_pcg82,fr_pcga
1537,,additionnal_taxes_on_distribution_entity_expenses,Suppléments d'impôt sur les sociétés liés aux distributions,696,
1538,,fiscal_integration_expenses,Intégration fiscale,698,
1539,,,"Ventes de produits fabriqués, prestations de services, marchandises",70,
1540,,,Ventes de produits finis,701,
1541,,,Ventes de produits intermédiaires,702,
1542,,,Ventes de produits résiduels,703,
1543,,,Travaux,704,
1544,,,Études,705,
1545,,services_revenues,Prestations de services,706,
1546,,,Produits des services exploités dans l'intérêt du personnel,7081,
1547,,,Commissions et courtages,7082,
1548,,,Locations diverses,7083,
1549,,making_services_revenues,Mise à disposition de personnel facturée,7084,
1550,,merchandising_accessory_revenues,Ports et frais accessoires facturés,7085,
1551,,,Bonis sur reprises d'emballages consignés,7086,
1552,,fill_up_price_revenues,Bonifications obtenues des clients et primes sur ventes,7087,
1553,,,"Autres produits d'activités annexes (cessions d'approvisionnements,)",7088,
1554,,,Sur ventes de produits finis,7091,
1555,,,Sur ventes de produits intermédiaires,7092,
1556,,,Sur travaux,7094,
1557,,,Sur études,7095,
1558,,,Sur prestations de services,7096,
1559,,inventory_variations,Production stockée (ou déstockage),71,
1560,,product_inventory_variations,"Variation des stocks (en-cours de production, produits)",713,
1561,,,Variation des en-cours de production de biens,7133,
1562,,,Produits en cours,71331,
1563,,,Travaux en cours,71335,
1564,,,Variation des en-cours de production de services,7134,
1565,,,Études en cours,71341,
1566,,,Prestations de services en cours,71345,
1567,,,Variation des stocks de produits,7135,
1568,,,Produits intermédiaires,71351,
1569,,,Produits finis,71355,
1570,,,Produits résiduels,71358,
1571,,corporeal_asset_revenues,Production immobilisée – Immobilisations corporelles,722,
1572,,exploitation_subsidies_and_compensations,Subventions d’exploitation,74,
1573,,,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels",7511,
1574,,,Droits d'auteur et de reproduction,7516,
1575,,,Autres droits et valeurs similaires,7518,
1576,,,"Produits de la fiducie, résultat de la période",7612,
1577,,,Autres créances rattachées à des participations,76177,
1578,,,Opérations de constitution ou liquidation des fiducies,774,
1579,,,Opérations liées à la constitution de fiducie – Transfert des éléments,7741,
1580,,,Opérations liées à la liquidation de la fiducie,7742,
1581,tangible_fixed_assets_revenues_without_livestock,land_parcel_sell_revenues,Immobilisations corporelles,7752,
1582,,,Autres éléments d'actif,7758,
1583,,,Reprises sur amortissements des immobilisations incorporelles et corporelles,7811,
1584,,,Immobilisations incorporelles,78111,
1585,,,Immobilisations corporelles,78112,
1586,,,Immobilisations corporelles,78162,
1587,impairment_provisions_for_diminution_in_value_of_supply_of_services_in_progress,,Prestations de services en cours,3945,
1588,,,Clients douteux ou litigieux – Créances clients et comptes rattachés,4161,4161
1589,,,Clients douteux ou litigieux – Créances autres clients et comptes rattachés,4162,4162
1590,,,Factures à établir – Créances clients et comptes rattachés,41811,41811
1591,,,Factures à établir – Créances autres clients et comptes rattachés,41812,41812
1592,,,Intérêts courus – Créances clients et comptes rattachés,41881,41881
1593,,,Intérêts courus – Créances autres clients et comptes rattachés,41882,41882
1594,,,Dépréciations des comptes de clients – Créances clients et comptes rattachés,4911,4911
1595,,,Dépréciations des comptes de clients – Créances autres clients et comptes rattachés,4912,4912
